,Time,SL,SH,SPL,SPH,I1L,I1H,I2L,I2H,I3L,I3H,I4L,I4H,I5L,I5H,D1L,D1H,D2L,D2H,D3L,D3H,D4L,D4H,D5L,D5H,E1L,E1H,E2L,E2H,E3L,E3H,E4L,E4H,E5L,E5H,U1L,U1H,U2L,U2H,U3L,U3H,U4L,U4H,U5L,U5H,T1L,T1H,T2L,T2H,T3L,T3H,T4L,T4H,T5L,T5H,NewI,NewA,NewD1,NewD2,NewD3,NewD4,NewD5,Deaths
Q46,2015.5,40232.54239,66117.56399,0,0,109.0761827,488.2404649,0,0,0,0,0,0,0,0,508.4095111,2084.11892,10.20431105,38.69491044,2.03775499,7.53238919,0,0,0,0,1747.394648,5841.267091,136.1772262,395.4826489,23.20497206,66.52211717,6.27112192,17.88339698,15.49174444,43.45954996,1907.929446,5320.280179,179.9776726,455.5425649,29.07329099,73.17130582,14.12315891,34.10566251,187.7491538,430.3517539,729.9360019,1891.702518,194.6737662,480.0184903,114.8018792,279.026913,193.0503695,410.3485395,1713.403172,3444.390099,31292.13079,10244.60806,0,670.8669541,1881.480673,1841.101196,10607.37802,19989.62672
Q47,2015.75,40375.84791,66287.59545,0,0,108.1766743,486.0944008,0,0,0,0,0,0,0,0,504.438032,2075.517746,10.12280458,38.52501987,2.02143336,7.498969,0,0,0,0,1734.182767,5820.869923,129.6921309,379.1786914,21.13995349,61.0989895,6.1748046,17.72270497,24.28117949,68.12428399,1892.830942,5307.598448,175.5335878,447.6129536,28.17895708,71.41493392,14.27920341,34.59810187,197.4744655,453.7524633,723.8475338,1887.851655,192.4564093,477.8706595,113.4806511,277.7351479,193.4724503,412.7422998,1727.327979,3482.976345,31888.34492,10444.49487,0,684.0072996,1919.726019,1877.325418,10803.21058,20370.00419
Q48,2016,40520.12988,66462.20367,0,0,107.3024156,483.9765653,0,0,0,0,0,0,0,0,500.5115204,2066.8377,10.04248703,38.3550225,2.00537536,7.46564078,0,0,0,0,1721.187479,5800.210494,123.6613355,364.0793437,19.80417965,57.67990087,6.10871624,17.63158696,32.32506075,90.69265518,1878.037162,5294.411926,171.1163725,439.4516335,27.37114821,69.84645336,14.42457479,35.05495931,206.7749454,476.2019635,717.8991267,1883.823583,190.3062976,475.7190039,112.2070729,276.4633154,193.8673465,415.0521234,1740.580742,3520.316857,32481.56631,10643.55109,0,697.0793436,1957.791995,1913.399992,10998.32692,20748.96938
Q49,2016.25,40665.37051,66641.27529,0,0,106.4583751,481.9169245,0,0,0,0,0,0,0,0,496.644996,2058.137034,9.96328756,38.18468371,1.98955623,7.43232693,0,0,0,0,1708.400141,5779.302193,118.2263922,350.5693904,18.77921035,55.10409557,6.09969885,17.69014291,39.79938489,111.6513906,1863.536142,5280.748301,166.7885785,431.2636768,26.61882571,68.38465392,14.56798783,35.50133628,215.6765422,497.7524415,712.0845075,1879.622787,188.2177874,473.5567635,110.9750196,275.1994432,194.2347783,417.2758699,1753.187878,3556.438879,33071.90446,10841.80132,0,710.0829627,1995.678216,1949.324069,11192.72328,21126.52497
Q50,2016.5,40811.5542,66824.69922,0,0,105.6448586,479.9256657,0,0,0,0,0,0,0,0,492.8523808,2049.477894,9.88522135,38.01411495,1.9739632,7.39898967,0,0,0,0,1695.816062,5758.170382,113.3750956,338.6078649,17.92322752,52.98074837,6.1261528,17.84054561,46.82022518,131.3229289,1849.316509,5266.634089,162.5913398,423.1891242,25.90664519,66.99177475,14.70903317,35.93682753,224.2038211,518.4545913,706.397759,1875.254342,186.1877457,471.3840744,109.7801957,273.936771,194.5742439,419.4111801,1765.173793,3591.366645,33659.46544,11039.27729,0,723.0184825,2033.384351,1985.096859,11386.39582,21502.67115
Q51,2016.75,40958.667,67012.36849,0,0,104.8607658,478.004749,0,0,0,0,0,0,0,0,489.1443381,2040.913912,9.80835548,37.84366514,1.95859564,7.36564074,0,0,0,0,1683.43369,5736.850679,109.0547146,328.0442865,17.18199006,51.16097077,6.17370108,18.04392387,53.45919109,149.9069858,1835.367661,5252.095477,158.550452,415.3213598,25.22883142,65.6559316,14.84667584,36.35915706,232.3767125,538.3483409,700.8333031,1870.723791,184.2143031,469.2043262,108.6199788,272.6731062,194.8854831,421.4566452,1776.561015,3625.12181,34244.35063,11236.01253,0,735.8866404,2070.910214,2020.717628,11579.34074,21877.40706
Q52,2017,41106.6963,67204.18063,0,0,104.1046791,476.1528863,0,0,0,0,0,0,0,0,485.5282772,2032.487308,9.73278296,37.67381365,1.94346294,7.33233209,0,0,0,0,1671.25368,5715.385915,105.2058903,318.7122093,16.53027082,49.57559489,6.23499508,18.2804215,59.7656593,167.5416267,1821.679882,5237.15893,154.6815788,407.7224932,24.58372157,64.37595239,14.98058618,36.76786999,240.2124098,557.4677814,695.3858956,1866.037079,182.296285,467.0224808,107.4928604,271.4091641,195.1686919,423.4122997,1787.370569,3657.724446,34826.65661,11432.04019,0,748.6885058,2108.25583,2056.185711,11771.55428,22250.73177
Q53,2017.25,41255.63061,67400.03769,0,0,103.3751883,474.3676108,0,0,0,0,0,0,0,0,482.0089082,2024.229516,9.65860395,37.50509038,1.92858005,7.29914411,0,0,0,0,1659.278096,5693.823156,101.7724863,310.4558848,15.95323036,48.18396399,6.30620836,18.53972627,65.77760506,184.3330403,1808.24439,5221.85156,150.9934722,400.4329394,23.97100387,63.15385024,15.11094329,37.16381062,247.7268838,575.8450554,690.0506229,1861.200525,180.4328793,464.8440979,106.3979755,270.1472043,195.4244944,425.2794693,1797.622372,3689.194037,35406.47537,11627.39233,0,761.4253964,2145.421482,2091.500515,11963.03282,22622.64487
Q54,2017.5,41405.45943,67599.84605,0,0,102.6709663,472.646116,0,0,0,0,0,0,0,0,478.5888304,2016.16287,9.58591274,37.33802052,1.91396526,7.2661699,0,0,0,0,1647.509801,5672.211238,98.70406238,303.1366202,15.44029587,46.95719688,6.38509832,18.81582367,71.52627065,200.368412,1795.053339,5206.201282,147.4899432,393.477381,23.39056664,61.99177081,15.23813814,37.54832546,254.9355814,593.5120279,684.8229049,1856.220809,178.6234136,462.674706,105.3347819,268.890127,195.6538174,427.0603855,1807.335549,3719.550223,35983.89454,11822.09963,0,774.0988069,2182.407734,2126.661532,12153.77287,22993.14682
Q55,2017.75,41556.17316,67803.51623,0,0,101.9907784,470.9855873,0,0,0,0,0,0,0,0,475.269033,2008.302415,9.51479367,37.17309296,1.89963604,7.23350639,0,0,0,0,1635.951999,5650.598883,95.95609249,296.633026,14.98304536,45.87241229,6.4701504,19.10468374,77.03824081,215.7217174,1782.099787,5190.236824,144.1711597,386.8687578,22.8420957,60.89097848,15.36259746,37.922802,261.8536362,610.5006688,679.6984916,1851.104969,176.8672119,460.5194081,104.3028629,267.6409252,195.8577648,428.757812,1816.528642,3748.81323,36558.99774,12016.1914,0,786.7103511,2219.215441,2161.668352,12343.7712,23362.23907
Q56,2018,41707.76306,68010.96261,0,0,101.3334711,469.3833227,0,0,0,0,0,0,0,0,472.0492906,2000.657516,9.44531544,37.0107391,1.88560979,7.20124661,0,0,0,0,1624.607903,5629.033336,93.4895287,290.8395393,14.57440963,44.91053714,6.56021925,19.40329063,82.33649619,230.4567061,1769.377638,5173.987622,141.0345751,380.6111455,22.32497987,59.85166833,15.48470568,38.2884705,268.4958623,626.8428942,674.6734632,1845.860393,175.1635045,458.3826566,103.3018102,266.4023755,196.0375157,430.3747522,1825.219729,3777.004053,37131.86477,12209.69561,0,799.2617162,2255.845744,2196.520672,12533.02482,23729.92413
Q57,2018.25,41860.22863,68222.13335,0,0,100.0747346,464.9797572,0.57992872,2.66241916,0.03319332,0.15178354,0.00299048,0.0136532,0,0,464.6712831,1975.238256,13.25359591,53.28952631,1.65856425,6.45660307,0.31075673,1.1959486,0.31527474,1.19346867,1598.593326,5555.913409,105.2384249,334.1209397,14.96138488,46.65293967,6.74522257,20.0292885,87.48591871,244.7863117,1740.773532,5110.223696,153.205802,419.0957339,22.69554241,61.38502319,15.6873103,38.88844603,274.913925,642.6786564,627.8528408,1725.772958,206.7251279,547.2791069,109.9461524,285.9913117,197.1029801,434.3903821,1833.586556,3804.581457,37702.53437,12402.63531,5.29310149,834.5575258,2358.834595,2294.55051,12883.34762,24096.17925
Q58,2018.5,42013.62645,68437.19974,0,0,99.15409565,462.1282977,0.78388915,3.58972421,0.07057604,0.32063008,0.00959138,0.04350074,0,0,457.5945275,1951.003919,16.38400084,66.67681155,1.92201848,7.65593844,0.41722036,1.63940777,0.90113825,3.43325676,1571.96551,5479.800676,116.5051609,375.7240422,16.27897612,51.59582068,7.15660343,21.43383832,92.79469905,259.7562589,1711.424816,5043.038752,164.9116791,456.3818364,24.08641101,65.90812,16.14428852,40.23762322,281.4341942,658.9491906,586.3801943,1619.879029,224.3890012,598.220031,121.1055039,317.8367095,200.9041071,445.8186257,1843.027474,3835.321226,38270.76681,12594.98766,10.99630196,871.2938673,2465.921581,2396.517413,13223.57535,24460.64106
Q59,2018.75,42168.06907,68656.55416,0,0,98.32751997,459.7124165,0.8430134,3.86127428,0.08849021,0.40080404,0.01386406,0.0626376,0,0,451.2622586,1929.875566,18.69613909,76.52287717,2.25467895,9.0843544,0.5200282,2.07243068,1.62004673,6.20961857,1546.134689,5405.750189,126.4273232,412.5530639,17.79968762,57.22520833,7.70113497,23.29671667,98.54127529,276.2966737,1682.74097,4976.638243,175.3133195,489.9518122,25.69994799,71.09820792,16.75454801,42.04533832,288.3813913,676.5934818,552.3085275,1533.719974,233.7766711,626.6075472,129.560965,342.3028312,205.8854182,460.4166209,1854.836642,3872.677166,38836.05018,12786.65311,16.66173066,907.5331906,2571.302718,2496.881093,13543.38022,24822.50372
Q60,2019,42323.67352,68880.61617,0,0,97.47549271,457.1795261,0.85644637,3.92981306,0.09519044,0.43100833,0.01577168,0.07116775,0,0,445.5374738,1911.25085,20.38077292,83.66634083,2.53513674,10.26710791,0.61934583,2.48441229,2.46348175,9.47115823,1521.179339,5334.177936,135.1725132,445.1178097,19.26768224,62.64324196,8.29382122,25.32169653,104.8260592,294.7229169,1654.719511,4911.106149,184.643644,520.4299572,27.27922631,76.19885773,17.42352932,44.03444451,295.8747144,695.9511441,524.0590344,1462.942594,238.4017753,642.0298072,134.8821693,358.2672891,210.6374155,474.3820885,1869.110352,3916.840905,39397.84775,12977.48612,22.2913757,943.3373897,2675.03353,2595.669097,13846.54751,25180.92812
Q61,2019.25,42480.53748,69109.73384,0,0,96.56905559,454.3794657,0.85514412,3.93394617,0.0970982,0.44025286,0.01644683,0.07426432,0,0,440.2526757,1894.383203,21.58754305,88.77620226,2.74729139,11.15395674,0.70785634,2.84615361,3.40947418,13.11204322,1497.137993,5265.310482,142.827937,473.690014,20.59920456,67.55389271,8.89103289,27.35430855,111.646328,314.9921712,1627.362407,4846.539848,193.0166472,548.0998719,28.7446258,80.96916554,18.10575343,46.0691822,303.9222106,717.0349637,500.4002388,1404.178329,240.0138612,649.2417145,137.7783938,367.6709941,214.6021643,486.228681,1885.312515,3966.312413,39955.71946,13167.33413,27.88272676,978.7535955,2777.176128,2692.910445,14136.02177,25535.27964
Q62,2019.5,42638.73454,69344.15628,0,0,95.61424774,451.3214503,0.84885294,3.91639737,0.09715832,0.44154276,0.0165979,0.07508758,0,0,435.2680308,1878.643314,22.43252869,92.36762333,2.90051118,11.79262067,0.78460893,3.15567479,4.43245448,17.01862304,1474.013101,5199.20509,149.4654564,498.5174461,21.77268678,71.88226508,9.47390296,29.3271689,118.9561131,336.9131,1600.673192,4783.037111,200.5048474,573.1317398,30.07487409,85.33944494,18.78192994,48.09016841,312.4876049,739.7258215,480.3711539,1354.820015,239.6794338,651.1269704,138.9716123,372.467553,217.7017395,495.7588641,1902.760029,4019.219287,40509.35234,13356.06456,33.43241929,1013.814344,2877.795397,2788.635803,14414.09877,25885.17542
Q63,2019.75,42798.31666,69584.03769,0,0,94.62749627,448.0680868,0.84073335,3.89070506,0.09652908,0.43988336,0.0165443,0.07503312,0,0,430.4839528,1863.579008,23.00457116,94.82904798,3.00762215,12.24072643,0.85122624,3.42099829,5.51017433,21.09603453,1451.781454,5135.798643,155.158389,519.8706802,22.7892357,75.63520186,10.0352497,31.21463064,126.69512,360.2484159,1574.654807,4720.686692,207.1655057,595.6596919,31.26821712,89.29853367,19.44420744,50.07185173,321.519519,763.8588014,463.2214653,1312.84917,238.1033742,649.5807797,139.0182633,374.1519401,220.0483965,503.2778517,1920.840292,4073.897055,41058.55203,13543.57712,38.93758712,1048.540757,2976.955959,2882.877423,14682.57341,26230.44865
Q64,2020,42959.31877,69829.45369,0,0,93.62556905,444.6903771,0.83188981,3.86149814,0.0956397,0.43709491,0.01641293,0.07464379,0,0,425.8367041,1848.899698,23.37109334,96.4502577,3.07971867,12.54628388,0.90975083,3.65130489,6.62503981,25.27164596,1430.404371,5074.955345,159.983365,538.0406929,23.65821919,78.84958098,10.57298438,33.00946782,134.8009467,384.7583217,1549.308275,4659.562926,213.0498516,615.8086751,32.32948482,92.85604521,20.08946733,52.00299323,330.9630134,789.2577601,448.3649511,1276.702351,235.7617677,645.8761751,138.3173866,373.7896304,221.8018271,509.2115419,1939.07563,4129.05432,41603.22046,13729.80552,44.39623725,1082.946045,3074.720146,2975.668917,14942.85383,26571.09094
Q65,2020.25,43121.76331,70080.42018,0,0,92.62212227,441.2503279,0.82276322,3.83062195,0.09465065,0.43384326,0.01625161,0.07412233,0,0,421.2894032,1834.438743,23.58307712,97.44660442,3.12547199,12.74594306,0.96196744,3.85434534,7.76357795,29.49153014,1409.835589,5016.503835,164.0183374,553.3260623,24.39184178,81.5724947,11.0871751,34.71232903,143.2139293,410.2175212,1524.632063,4599.723543,218.2064223,633.7034723,33.26570352,96.02938238,20.71654012,53.87849038,340.7639899,815.7488844,435.3432116,1245.167771,232.9754866,640.8670005,137.1468562,372.1184452,223.1116084,513.9549839,1957.12209,4183.763165,42143.33141,13914.71333,49.80723038,1117.03843,3171.146852,3067.044952,15196.0493,26907.1984
Q66,2020.5,43285.66405,70336.91064,0,0,91.62706041,437.795983,0.81356469,3.79898055,0.09362476,0.43038993,0.01607887,0.07354499,0,0,416.8232992,1820.115189,23.67905462,97.97816209,3.15146879,12.86701865,1.00928391,4.03611188,8.91557083,33.71609612,1390.026626,4960.262641,167.3402068,566.0211539,25.00299048,83.85322745,11.57878335,36.32715218,151.8789335,436.4211557,1500.621927,4541.209676,222.6822535,649.4710989,34.08457243,98.83907609,21.32508295,55.69603518,350.8708288,843.1660098,423.7974263,1217.305363,229.957946,635.1190721,135.6964978,369.6399886,224.0993629,517.8269146,1974.746258,4237.393011,42678.90897,14098.28775,55.17012544,1150.823285,3266.291016,3157.040923,15443.03799,27238.92904
Q67,2020.75,43451.02892,70598.87003,0,0,90.64696886,434.3617564,0.8044102,3.76710256,0.0925903,0.42685306,0.01590239,0.0729441,0,0,412.4308544,1805.902341,23.68817803,98.16418838,3.16267662,12.92977754,1.05277374,4.20111089,10.07328588,37.91643983,1370.930068,4906.055851,170.0229588,576.4077294,25.50432023,85.73979385,12.04912096,37.85915885,160.7458809,463.1861555,1477.271046,4484.047192,226.5232359,663.2406646,34.79391572,101.3069657,21.91513022,57.4547411,361.2349691,871.3527102,413.4463676,1192.385012,226.848072,629.0001218,134.0935959,366.689382,224.8572472,521.06722,1991.798609,4289.53714,43210.01038,14280.53335,60.48499976,1184.304564,3360.203543,3245.692627,15684.51921,27566.47206
Q68,2021,43617.86218,70866.22548,0,0,89.68584401,430.9707049,0.7953684,3.73532439,0.0915613,0.4232955,0.01572581,0.07233462,0,0,408.1108077,1791.804642,23.63253916,98.09381019,3.16284399,12.94928205,1.09324841,4.3527122,11.23086783,42.07156739,1352.50135,4853.721568,172.1364253,584.7497733,25.9078414,87.27738244,12.49960865,39.31395218,169.769751,490.3506802,1454.570317,4428.248666,229.77414,675.1422908,35.4014659,103.4553678,22.48690859,59.154548,371.8110796,900.1630716,404.0692849,1169.838839,223.7335111,622.7426185,132.4216228,363.4860235,225.4521481,523.8489727,2008.190094,4339.94917,43736.7132,14461.46659,65.75229051,1217.485701,3452.931466,3333.035972,15921.05364,27890.02707
Q69,2021.25,43786.16583,71138.89386,0,0,88.74581029,427.6372039,0.78647956,3.70386409,0.09054569,0.41975407,0.01555084,0.07172511,0,0,403.8649129,1777.841927,23.52890284,97.8338484,3.15480237,12.93676354,1.13131892,4.49344021,12.38388263,46.16634694,1334.699537,4803.115485,173.7455669,591.2907674,26.22473114,88.50767924,12.93166419,40.69709369,178.9103531,517.7727641,1432.508712,4373.815565,232.4785044,685.3057461,35.91476915,105.3066136,23.04075653,60.79594158,382.5570651,929.4618957,395.4925823,1149.224371,220.6670216,616.4877654,130.7337286,360.1698592,225.9311293,526.2933528,2023.873631,4388.493462,44259.10631,14641.11162,70.97266834,1250.370112,3544.518247,3419.106729,16153.09437,28209.79085
Q70,2021.5,43955.94061,71416.78704,0,0,87.82771537,424.3693791,0.77776571,3.67285837,0.08954752,0.41625248,0.01537857,0.0711205,0,0,399.695929,1764.039445,23.3900051,97.43454139,3.14069501,12.90062732,1.16744682,4.62519728,13.52897043,50.18999992,1317.487478,4754.111429,174.9101348,596.2526638,26.46525833,89.46863361,13.34664843,42.01390008,188.1320032,545.3286555,1411.073645,4320.74038,234.6784772,693.8590946,36.34112881,106.8827332,23.57708507,62.37979744,393.4340021,959.1246148,387.5794458,1130.196106,217.6780129,610.3161964,129.0623633,356.8270245,226.3264561,528.483157,2038.830291,4435.108465,44777.28378,14819.49711,76.14694495,1282.961449,3635.004125,3503.94032,16381.01081,28525.94956
Q71,2021.75,44127.18663,71699.81537,0,0,86.93158266,421.1710786,0.76923765,3.64238846,0.08856954,0.4128042,0.01520955,0.07052434,0,0,395.6064892,1750.422043,23.2255247,96.93374295,3.12214631,12.84718039,1.20198128,4.7494268,14.66358904,54.13499047,1300.831628,4706.600197,175.6846053,599.8359775,26.63877034,90.19447172,13.74583908,43.26934829,197.4031602,572.9110791,1390.251316,4269.008535,236.4146581,700.9274837,36.68756943,108.2052239,24.09635508,63.90728083,404.4060412,989.0370475,380.2217722,1112.483576,214.780613,604.269241,127.4260778,353.5078175,226.6597,530.4736944,2053.059359,4479.780584,45291.34093,14996.65405,81.27600839,1315.263687,3724.426476,3587.571653,16605.10715,28838.6747
Q72,2022,44299.90374,71987.88985,0,0,86.05694077,418.0433721,0.76089774,3.61249845,0.08761228,0.40941772,0.015044,0.06993776,0,0,391.5985436,1737.011163,23.04281512,96.36001599,3.10038799,12.78116677,1.23518647,4.86723099,15.78581775,57.99620332,1284.701688,4660.487573,176.1182892,602.2205838,26.75371323,90.71584163,14.13041898,44.46803431,206.6960595,600.4275281,1370.027016,4218.600047,237.7259515,706.6321254,36.96080965,109.294867,24.59906209,65.37977163,415.4402881,1019.095045,373.3338797,1095.874408,211.9792537,598.3635018,125.8342866,350.2391748,226.9448968,532.3010802,2066.571373,4522.526044,45801.37196,15172.61426,86.36077902,1347.281125,3812.82014,3670.034988,16825.63659,29148.1215
Q73,2022.25,44474.09174,72280.92333,0,0,85.20304907,414.9856314,0.75274399,3.58320618,0.08667642,0.40609693,0.01488189,0.06936228,0,0,387.6731619,1723.823635,22.84745611,95.73492621,3.07635364,12.70615997,1.26726316,4.97945832,16.89420935,61.7703309,1269.070204,4615.692092,176.2555601,603.5669315,26.81767541,91.06003624,14.50147253,45.61416667,215.9863507,627.7986484,1350.385381,4169.490888,238.6494508,711.089482,37.16724285,110.171594,25.08572472,66.79880626,426.506672,1049.204068,366.8476137,1080.201259,209.2724927,592.6007239,124.290575,347.0332425,227.1908886,533.9883327,2079.38337,4563.378619,46307.46861,15347.4095,91.40218377,1379.018343,3900.217719,3751.36384,17042.81238,29454.42887
Q74,2022.5,44649.75052,72578.83124,0,0,84.36904982,411.9962809,0.74477225,3.55451558,0.08576159,0.40284387,0.0147237,0.06879836,0,0,383.8305419,1710.871544,22.64367394,95.07475277,3.05075016,12.62485329,1.29836384,5.08676754,17.98768071,65.45541853,1253.912159,4572.142868,176.1361496,604.0174753,26.83744144,91.25124911,14.85998693,46.71157496,225.2527561,654.956738,1331.31061,4121.654096,239.2203482,714.4106507,37.31292361,110.8543827,25.5568747,68.16602974,437.5778093,1079.278714,360.7085307,1065.331715,206.6555829,586.9743557,122.794961,343.8931836,227.4030227,535.5497432,2091.515735,4602.381547,46809.71958,15521.07089,96.40113874,1410.480132,3986.649834,3831.590904,17256.81631,29757.72034
Q75,2022.75,44826.88006,72881.53178,0,0,83.55406271,409.0732981,0.7369763,3.5264198,0.08486683,0.3996584,0.0145687,0.06824598,0,0,380.0701229,1698.16267,22.43465982,94.39177115,3.02411208,12.53927647,1.32860395,5.1896736,19.06542516,69.05051998,1239.204622,4529.777654,175.7954815,603.6981997,26.81905251,91.31084734,15.20685545,47.76372857,234.4767484,681.844373,1312.786644,4075.060656,239.4718791,716.7009283,37.4035596,111.3611897,26.01305053,69.48315571,448.6288557,1109.242207,354.8729255,1051.160499,204.1221665,581.4738144,121.3454189,340.8170521,227.5843559,536.9939538,2102.990167,4639.582357,47308.21034,15693.62864,101.3585414,1441.671431,4072.145348,3910.748006,17467.80529,30058.10545
Q76,2023,45005.48048,73188.94599,0,0,82.75724364,406.2145306,0.72935041,3.49890822,0.08399211,0.39653974,0.01441732,0.0677052,0,0,376.3907455,1685.701195,22.22281487,93.69521963,2.99684182,12.45095639,1.35807189,5.28858344,20.12684966,72.55544039,1224.926435,4488.54121,175.2650199,602.7201525,26.76786849,91.25764094,15.54288309,48.77376186,243.6422554,708.4131639,1294.797306,4029.680189,239.4352903,718.0595351,37.44450823,111.7089086,26.45478804,70.75193422,459.6373616,1139.025875,349.3055129,1037.603443,201.6653541,576.0871709,119.9388876,337.8003146,227.736497,538.3260783,2113.828424,4675.029703,47803.02325,15865.11191,106.2752668,1472.597266,4156.731549,3988.866066,17675.91643,30355.68132
Q77,2023.25,45185.55193,73500.99761,0,0,81.97781374,403.4178853,0.72188858,3.47196896,0.08313635,0.39348648,0.01426927,0.06717553,0,0,372.7908142,1673.488469,22.00993597,92.99203242,2.96924169,12.36104061,1.38683416,5.38382163,21.17152473,75.97054238,1211.057969,4448.383968,174.5726193,601.1809279,26.68862922,91.10814163,15.86879368,49.74450089,252.7353877,734.6226389,1277.326414,3985.481484,239.1398374,718.5794745,37.44077724,111.9133511,26.88261858,71.97412503,470.5831231,1168.568611,343.9776189,1024.592819,199.278388,570.8027601,118.571915,334.8374468,227.8601836,539.5491432,2124.051602,4708.771536,48294.23782,16035.54885,111.1521668,1503.262701,4240.43431,4065.975081,17881.27105,30650.53436
Q78,2023.5,45367.09465,73817.61288,0,0,81.21507299,400.6814317,0.71458444,3.44558783,0.08229912,0.39049706,0.01412444,0.06665718,0,0,369.2684481,1661.523739,21.79736135,92.28739521,2.94153752,12.27038858,1.4149418,5.4756503,22.19914622,79.29659907,1197.580922,4409.260984,173.7428637,599.1660752,26.5855146,90.87681027,16.18523448,50.67849016,261.7441915,760.4392434,1260.357879,3942.432902,238.6128034,718.3475053,37.39703085,111.9892471,27.2970616,73.1514772,481.4480348,1197.816342,338.8657697,1012.073736,196.9550177,565.610072,117.2410554,331.9228985,227.9556699,540.6650415,2133.679761,4740.854159,48781.93097,16204.9666,115.9900714,1533.672798,4323.278223,4142.104116,18083.97773,30942.74184
Q79,2023.75,45550.10887,74138.72037,0,0,80.46840408,398.003446,0.70743339,3.41975336,0.08147944,0.38757039,0.01398245,0.06614968,0,0,365.8216085,1649.804775,21.58607836,91.58516799,2.91389662,12.17964161,1.44243375,5.56428328,23.20950812,82.53468453,1184.478165,4371.131128,172.7973907,596.7504097,26.46220109,90.57628131,16.492785,51.57801975,270.6584261,785.8354518,1243.875773,3900.502701,237.8795351,717.4442068,37.3175956,111.9502598,27.69862329,74.28571219,492.2159451,1226.721508,333.9505881,1000.00134,194.6896872,560.500176,115.9431002,329.0516358,228.0229798,541.6751477,2142.731778,4771.32183,49266.17742,16373.3914,120.7897904,1563.832592,4405.286715,4217.281306,18284.13468,31232.37328
Q80,2024,45734.59478,74464.25073,0,0,79.73726585,395.3824204,0.70043093,3.39445377,0.08067706,0.38470433,0.01384359,0.0656528,0,0,362.4481957,1638.328391,21.37680908,90.88820772,2.88644243,12.08927541,1.46933908,5.64989822,24.20247844,85.68608801,1171.73362,4333.956468,171.7551954,593.9992197,26.32191442,90.2175728,16.79196188,52.44515091,279.4693629,810.7889822,1227.864393,3859.659266,236.9634979,715.9441173,37.2064732,111.8090137,28.08779366,75.37851128,502.872515,1255.242543,329.2159341,988.3386454,192.4776027,555.4658463,114.6751926,326.2194095,228.0620683,542.5806982,2151.225336,4800.216714,49747.04991,16540.84868,125.5521156,1593.747069,4486.482144,4291.533858,18481.83164,31519.49181
Q81,2024.25,45920.55252,74794.13654,0,0,79.02118748,392.8170511,0.69357255,3.36967947,0.07989131,0.38189873,0.01370774,0.06516629,0,0,359.1461265,1627.090841,21.17007607,90.19861448,2.85926489,11.99964187,1.49568091,5.73264465,25.17798418,88.75225313,1159.33217,4297.701814,170.6329122,590.9693663,26.16747733,89.81027363,17.08322657,53.28173972,288.1696048,835.2821006,1212.308306,3819.871296,235.8863398,713.9159289,37.06735022,111.5771306,28.46504363,76.4315059,513.4050818,1283.343394,324.6482294,977.054852,190.3147205,550.5015088,113.4348751,323.4228424,228.0729174,543.3830154,2159.176996,4827.579014,50224.61954,16707.36314,130.277823,1623.421154,4566.885891,4364.888073,18677.15134,31804.15522
Q82,2024.5,46107.98215,75128.31211,0,0,78.31975811,390.3062148,0.6868552,3.34542125,0.07912186,0.37915101,0.01357468,0.06469008,0,0,355.913383,1616.088113,20.96625028,89.5179179,2.8324286,11.91099782,1.52147669,5.81265062,26.13599802,91.73472953,1147.25958,4262.334371,169.4450742,587.7102792,26.00135576,89.36271554,17.36698971,54.08946067,296.7529269,859.3010104,1197.192387,3781.107948,234.6679682,711.4227267,36.90361469,111.265273,28.83082455,77.4462709,523.8025272,1310.993044,320.235933,966.1240379,188.1976948,545.6030876,112.2200887,320.6594174,228.0555898,544.0836235,2166.602314,4853.44721,50698.95598,16872.95886,134.9676747,1652.859708,4646.518431,4437.369355,18870.17062,32086.41697
Q83,2024.75,46296.8836,75466.71337,0,0,77.63261833,387.8489386,0.68027534,3.32167127,0.07836812,0.37646141,0.01344414,0.06422388,0,0,352.7480466,1605.316139,20.76559025,88.84721978,2.80597928,11.82353058,1.54674003,5.89002712,27.07652832,94.63513799,1135.502446,4227.823481,168.2043503,584.2648501,25.82569833,88.88212464,17.64361717,54.86982377,305.2141333,882.8353157,1182.501855,3743.338943,233.3266311,708.5222562,36.71836852,110.8831924,29.1855677,78.42432076,534.0551534,1338.165069,315.9691276,955.5241434,186.1238003,540.7678007,111.0291465,317.9273982,228.0102538,544.6842977,2173.515965,4877.858318,51170.12762,17037.65936,139.6224205,1682.06752,4725.399406,4509.002235,19060.96135,32366.32693
Q84,2025,46487.25669,75809.27776,0,0,76.95944857,385.4443738,0.67383018,3.29842291,0.07762995,0.37382828,0.01331653,0.06376755,0,0,349.6483179,1594.77093,20.56827005,88.18730266,2.77994842,11.73737381,1.57148186,5.96487347,27.99961178,97.45514291,1124.048141,4194.140427,166.9217585,580.6702352,25.64237379,88.37475897,17.91343634,55.62419639,313.5489303,905.8775514,1168.222291,3706.534656,231.8790063,705.267214,36.51444531,110.439781,29.52968338,79.36710512,544.1545627,1364.837221,311.8391975,945.2361795,184.0908471,535.9939436,109.8606924,315.2257258,227.9371894,545.1870711,2179.931877,4900.848155,51638.20176,17201.48766,144.2427992,1711.049312,4803.547685,4579.810392,19249.59115,32643.93206
